Ch00-02,Can I have some ice cream?,我可以吃些冰淇淋吗？,33
Ch00-02,I hate mushrooms.,我讨厌蘑菇。,34
Ch00-02,I don't feel like eating.,我没心情吃饭。,35
Ch00-02,I need to pee.,我要尿尿。,36
Ch00-02,I need to poop.,我要便便。,37
Ch00-02,"I'm done, Mom.",妈，我好了。,38
Ch00-02,I'm tired.,我累了。,39
Ch00-02,I'm sleepy./ I'm tired.,我困了/我累了。,40
Ch00-02,I'm hungry./ I'm starving.,我饿了/我饿极了。,41
Ch00-02,My legs hurt.,我的腿痛。,42
Ch00-02,Hold me tight./ Give me a big hug.,抱紧我/给我一个大大的拥抱。,43
Ch00-02,Give me a piggy-back ride.,背我。,44
Ch00-02,Can I take a break?,我可以休息一下吗？,45
Ch00-02,"Wait for me, Mom.",妈，等我。,46
Ch00-02,"Dad, when are you coming?",爸，你什么时候来？,47
Ch00-02,"Can you read me a story, Mom?",妈，可以讲个故事给我听吗？,48
Ch00-02,"Who do you love more, me or Minji?",你爱谁多一点，我还是敏基？,49
Ch00-02,I love you the most in the world.,在这个世界上，我最爱你了。,50
Ch01-01,Time to wake up!,该起床了！,1
Ch01-01,"Wake up, you sleepyhead.",起床了，你这个贪睡鬼。,2
Ch01-01,Rise and shine.,太阳都晒屁股了。,3
Ch01-01,"Get up, please! Time to go to school.",快点起床！该去学校了。,4
Ch01-01,Still dreaming?,还在睡梦中吗？,5
Ch01-01,I'll tickle you if you don't wake up.,再不起床的话，我要抓痒痒了。,6
Ch01-01,You should go to bed early to get up early.,你要早睡早起。,7
Ch01-01,Want to sleep more?,还想睡吗？,8
Ch01-01,Can I sleep some more?,我可以多睡一会吗？,9
Ch01-01,I'm so tired that I can't get up.,我太累了，起不来。,10
Ch01-01,"Mom, I can't keep my eyes open!",妈，我睁不开眼睛！,11
Ch01-01,Just five more minutes.,只能再睡5分钟。,12
Ch01-01,I'll count to three. Come on!,我数到三，快点起床！,13
Ch01-01,"Hurry up, or you will be late.",快点，否则你要迟到了。,14
Ch01-01,I'm awake.,我醒了。,15
Ch01-01,You don't' have to wake me up. I'm already up.,你不用叫我也没关系。我已经醒了。,16
Ch01-01,Wow! Did you get up by yourself?,哇～！你自己起床的吗？,17
Ch01-01,Did you not hear the alarm?,你没有听到闹钟吗？,18
Ch01-01,Don't doze off. Sit right up.,不要打瞌睡了。做好！,19
Ch01-01,Let's see who gets up first.,看看谁先起床了？,20
Ch01-01,You're still sound asleep.,你还在沉睡。,21
Ch01-01,Stretch your body.,伸展下你的身体。,22
Ch01-01,I'm not going to wake you up anymore.,以后我不会再叫你起床了。,23
Ch01-02,"Good morning, Mom and Dad!",爸爸妈妈，早安！,1
Ch01-02,Did you sleep well?,你睡得好吗？,2
Ch01-02,Hey! Did you get a good night's sleep?,早！睡得好吗？,3
Ch01-02,"Did you sleep tight, my sweetie?",宝贝，睡得好吗？,4
Ch01-02,You slept in.,你睡懒觉了。,5
Ch01-02,Was it not chilly at night?,晚上不冷吧？,6
Ch01-02,You're already awake? Why so early?,已经醒了哦？为什么这么早醒呢？,7
Ch01-02,Whoa! I've never seen this before!,哇！太阳打西边出来了。,8
Ch01-02,My eyes just opened.,我刚睁开眼睛。,9
Ch01-02,Seems like you're in a good mood.,看起来你的心情很好。,10
Ch01-02,You look happy after a good night's sleep.,睡个好觉后，你看起来心情很好。,11
Ch01-02,Why do you look grumpy this morning?,为什么今天早上你看起来心情不太好？,12
Ch01-02,I'm still sleepy.,我还想睡。,13
Ch01-02,You should say hello first thing in the morning.,起床后，你应该先打招呼。,14
Ch01-02,"You should say, ―Good morning!‖",你应该说：“早安！”,15
Ch01-02,"Let's kiss and say, ―Good morning!‖",亲一下，说“早安”吧。,16
Ch01-02,Did you have sweet dreams?,你做好梦了吗？,17
Ch01-02,"Mom, want to hear about my dreams?",妈妈，要听听我做的梦吗？,18
Ch01-02,Can you wake up your brother?,你可以叫你弟弟起床吗？,19
Ch01-03,Get up to wash your face.,起床洗脸了哦。,1
Ch01-03,Wash your face and brush your teeth.,洗脸刷牙。,2
Ch01-03,"Wash your neck, too.",脖子也要洗哦。,3
Ch01-03,Who wants to wash up first?,谁要先洗？,4
Ch01-03,Want Mom to help you?,需要妈妈帮你吗？,5
Ch01-03,"Can you help me, Mom?",妈妈，你可以帮我妈？,6
Ch01-03,"If I do it by myself, I will get my clothes wet.",自己洗的话，我会弄湿衣服的。,7
Ch01-03,I don't want to clean my face!,我不想洗脸！,8
Ch01-03,I'll wash myself after I eat.,我要吃饭后再洗。,9
Ch01-03,Are you done?,都洗好了吗？,10
Ch01-03,"I'm working, Mommy.",我正在洗，妈咪。,11
Ch01-03,Get a clean towel.,那一条干净的毛巾。,12
Ch01-03,"Mom, there's no towel.",妈，我没有毛巾。,13
Ch01-03,"Mom, can you get me a towel?",妈，可以那条毛巾给我吗？,14
Ch01-03,You look pretty after cleaning.,洗好后，你看起来好美哦。,15
Ch01-03,Watch out for the slippery floor.,厕所的地板很滑，要小心哦。,16
Ch01-04,You should brush your teeth three times a day.,一天要刷三次牙。,1
Ch01-04,Brush your teeth properly.,好好地刷牙。,2
Ch01-04,Brush up and down.,刷牙要上下刷。,3
Ch01-04,Don't forget to brush deep inside.,不要忘记也要刷里面哦。,4
Ch01-04,Clean your teeth and gums thoroughly.,牙和牙床都要彻底刷干净。,5
Ch01-04,Don't forget to brush your tongue.,不要忘记刷舌头。,6
Ch01-04,Gargle and spit. ,"漱口,然后吐掉。",7
Ch01-04,Put only a little toothpaste on your toothbrush.,牙刷上要沾点牙膏。,8
Ch01-04,"Mom, squeeze the toothpaste for me. ","妈妈,帮我挤牙膏。",9
Ch01-04,We're out of toothpaste. ,我们没有牙膏了。,10
Ch01-04,Brush for three minutes. ,一定要刷三分钟。,11
Ch01-04,Has it been three minutes yet? ,三分钟到了吗?,12
Ch01-04,Don't leave the water running. ,不要忘记关水。,13
Ch01-04,"Brush my teeth for me, Mom.",妈妈，帮我刷牙。,14
Ch01-04,"Brush your teeth well, or they will turn black.",要好好刷牙，不然的话，你的牙齿会变黑。,15
Ch01-04,"If you don't take care of your teeth, you'll get cavities.",如果你不好好照顾你的牙齿，你会有蛀牙。,16
Ch01-04,"If you don't brush well, you'll have bad breath.",不好好刷牙的话，会有口臭。,17
Ch01-04,Don't brush your teeth the wrong way.,不要用错误的方法刷牙。,18
Ch01-04,I hate brushing my teeth.,我讨厌刷牙。,19
Ch01-05,It's time for breakfast.,该吃早餐了。,1
Ch01-05,come and eat your breakfast.,来吃早餐吧。,2
Ch01-05,Sit at the table.,从餐桌旁。,3
Ch01-05,"Dad,come and eat with us.",爸爸，来和我们一起吃早餐。,4
Ch01-05,Can you call your brother.too?,你可以也叫一下你弟弟吗？,5
Ch01-05,Who wants to help me set the table?,谁可以帮妈妈摆餐桌？,6
Ch01-05,Can you put the spoons on the table?,你可以把汤匙摆在餐桌上吗？,7
Ch01-05,Let's say grace before we eat.,吃饭前，先来祷告吧。,8
Ch01-05,Let's have breakfast.,吃早餐吧。,9
Ch01-05,How is it?Isn't it good?,味道如何？好吃吗？,10
Ch01-05,Don't you like it?,你不喜欢吗？,11
Ch01-05,Don't you feel like eating?,没胃口吗？,12
Ch01-05,Why aren't you eating?,你为什么不吃？,13
Ch01-05,I don't feel like eating much.,我不怎么想吃。,14
Ch01-05,I can't eat in the morning.,我在早上不要吃东西。,15
Ch01-05,Eating breakfast makes you strong.,吃早餐，会让你更健康。,16
Ch01-05,Just take one more bite.,再多吃一口。,17
Ch01-05,Just try and see if it's good.,先吃一口看看好不好吃。,18
Ch01-05,You'll be late.Hurry up and eat.,要迟到了。快吃。,19
Ch01-05,Let's drink some water.,喝点水。,20
Ch01-05,Don't spill the milk.,不要让牛奶洒出来。,21
Ch01-05,I can't reach that dish.,我夹不到菜。,22
Ch01-05,There is too much rice.,饭太多了。,23
Ch01-05,I'll feed you.,我来喂你。,24
Ch01-05,It's too hot.,太烫了。,25
Ch01-05,Blow on your food to cool it off.,吹一下，让它冷一点。,26
Ch01-05,Are you finished?,都吃完了吗？,27
Ch01-05,Stop eating now.,不要再吃了。,28
Ch01-05,I can't eat anymore.,我再也吃不下了。,29
Ch01-05,I'm full.,我饱了。,30
Ch01-05,Can't I leave some?,不可以剩一点吗？,31
Ch01-05,Is it okay if I don't finish it all?,可以不要全部吃完吗？,32
Ch01-05,I'm almost done eating.,我几乎都吃了。,33
Ch01-05,Looks good.Thank you!,看起来好好吃。谢谢！,34
Ch01-05,Thank you for the nice meal.,感谢你这么好吃的一餐。,35
Ch01-05,The food was fabulous.Thanks.,食物相当好吃。谢谢！,36
Ch01-06,Don't be picky with your food.,不要挑食。,1
Ch01-06,Don't walk around while you eat.,吃饭的时候，不要走来走去。,2
Ch01-06,Don't leave your food uneaten.,食物不可以剩下。,3
Ch01-06,You should eat by yourself.,你要自己吃。,4
Ch01-06,Be careful not to drop your food.,小心食物不要弄掉。,5
Ch01-06,Oops!You dropped your food.,哎呀！你弄掉食物了。,6
Ch01-06,It's okay.I'll clean it.,没关系。我来收拾。,7
Ch01-06,Eat slowly and don't rush.,慢慢吃。不要急。,8
Ch01-06,Chew well.,好好咀嚼。,9
Ch01-06,Use your chopsticks right.,正确使用筷子。,10
Ch01-06,Don't spit out the food.,不要把食物吐出来。,11
Ch01-06,Sit down and eat at the table.,要坐在餐桌吃饭。,12
Ch01-06,Sit properly at the table.,好好坐在餐桌旁。,13
Ch01-06,Don't talk with your mouth full.,嘴巴内有东西时，不要说话。,14
Ch01-06,Put your bowl in the sink.,把碗放在洗碗槽内。,15
Ch01-06,Help me clean up the table.,来帮妈妈收拾餐桌吧。,16
Ch01-07,I have to pee.,我要去尿尿。,1
Ch01-07,I have to poop.,我要去便便。,2
Ch01-07,I'm about to poop.,我快要大出来了。,3
Ch01-07,Take off your pants first.,先把你的裤子脱下来。,4
Ch01-07,Don't forget to flush.,不要忘记冲水。,5
Ch01-07,Don't use too much toilet paper.,不要用太多的卫生纸。,6
Ch01-07,Phew!It's stinks!,唷！好臭喔！,7
Ch01-07,Tell me if you have to pee.,如果你要尿尿的话，要告诉我。,8
Ch01-07,Is it not coming out?,尿不出来吗？,9
Ch01-07,Don't hold it.Go pee.,"不要忍,去尿。",10
Ch01-07,It's not good to hold your pee.,憋尿是不好的。,11
Ch01-07,I don't want to sit on the toilet.,我讨厌坐马桶。,12
Ch01-07,Can you pee by yourself?,你可以自己尿尿吗？,13
Ch01-07,Wash your hands after you poop.,便便后，要洗手。,14
Ch01-07,Flush the toilet only once.,水冲一次就好。,15
Ch01-07,Call me when you're done.,好了叫我喔。,16
Ch01-07,"I'm done,Mom.",妈，我好了。,17
Ch01-07,Can you wipe my bottom?,你可以帮我擦屁股吗？,18
Ch01-07,I keep farting.Hold your nose.,我一直要放屁。捏住你的鼻子。,19
Ch01-07,Ugh.who cut the cheese?,哦，谁放屁了？,20
Ch01-07,"Fart in my face,and I'll get you!",放屁在我脸上的话，我会抓住你。,21
Ch01-07,Did you pee in your pants?,你尿在裤子上了吗？,22
Ch01-07,It looks like you were in a rush.,看起来，你很急。,23
Ch01-07,Does your tummy ache?,你肚子痛吗？,24
Ch01-07,Don't hold it till you have to pee in your pants next time.,下次，不可以忍到尿在裤子上。,25
Ch01-08,Daddy is going to work.,爸爸要去上班了。,1
Ch01-08,Daddy is leaving. Say goodbye.,爸爸要出门了，说再见。,2
Ch01-08,"Say bye-bye,Sweetie.",说再见，甜心。,3
Ch01-08,"Have a good day,Dad!",爸爸，祝你有美好的一天。,4
Ch01-08,"Good luck,Dad!",爸爸，祝你好运。,5
Ch01-08,Give Daddy a kiss.,亲一下爸爸。,6
Ch01-08,Honey.want to polish Dad's shoes.,宝贝，要帮爸爸擦皮鞋吗？,7
Ch01-08,Let me get your shoes ready.Dad.,爸爸，你帮我拿鞋子。,8
Ch01-08,Call us if you're going to be late.,晚的话，打个电话回来。,9
Ch01-08,Are you eating out with your coworker?,你要跟同事去聚餐吗？,10
Ch01-08,Come home early.,早点回来。,11
Ch01-08,"Don't be too late,Dad.",不要太晚，爸爸。,12
Ch01-08,When are you coming back?,你什么时候回来？,13
Ch01-08,"I want to go with you,Dad!",我想跟爸爸一起出门！,14
Ch01-08,Come home early to play with me.,早点回来跟我玩。,15
Ch01-08,Don't drink and come home early.,不要喝酒，早点回家。,16
Ch01-08,"See you later,Dad!",爸爸，一会见！,17
Ch01-08,Bring me some goodies when you get back.,回来时，要买好吃的给我。,18
Ch01-08,"Dad,you look great!",爸爸，你看起来很帅！,19
Ch01-08,"Have fun all day,Sweetie.",甜心，今天也玩得开心。,20
Ch01-08,Dad will go to work.,爸爸去上班了。,21
Ch01-08,I'll miss you while I work.,当我在上班时，我会想你的。,22
Ch01-08,Dad will call you at lunch hour.,午餐时，我会打电话给你。,23
Ch01-08,Shall I bring you something good?,我可以买什么好东西给你呢？,24
Ch01-08,Have fun with Mommy.,跟妈妈好好玩。,25
Ch01-08,I'll come back from work as fast as I can.,下班后，我会尽可能早回家。,26
Ch01-09,What do you want to wear?,你想要穿什么呢？,1
Ch01-09,Choose what you want to wear.,挑一件你想穿的吧。,2
Ch01-09,I want to wear a skirt today.,今天我要穿裙子。,3
Ch01-09,What do you need to wear today?,今天你需要穿什么？,4
Ch01-09,"Today,you need to wear your school uniform.",今天，你需要穿学校制服。,5
Ch01-09,"Today,you need to wear your PE clothes.",今天，你需要穿体育服。,6
Ch01-09,Get me my gym clothes.,给我运动服。,7
Ch01-09,Shorts are not good for this weather.,这个天气不适合穿短裤。,8
Ch01-09,"It's chilly,so you should wear a jacket.",天气很冷，你应该穿外套。,9
Ch01-09,I don't want to wear those clothes.,我讨厌穿那些衣服。,10
Ch01-09,I don't want to wear this shirt.Give another one.,我讨厌穿这件衬衫，给我另一件。,11
Ch01-09,"I will wear this coat tomorrow,too.",明天，我也要穿这件外套。,12
Ch01-09,When did you buy these pants?,这条裤子你什么时候买的？,13
Ch01-09,This jacket is too girlish/boyish.,这件夹克太女孩子气/男孩子气了。,14
Ch01-09,I don't feel comfy in this shirt.,这件衬衫很不舒服。,15
Ch01-09,This is too thin.,这件太薄了。,16
Ch01-09,It's very chilly out there.,外面非常冷。,17
Ch01-09,The pants don't match the shirt.,这条裤子跟那件衬衫不搭。,18
Ch01-09,We need to wash this shirt.Get another one.,这件衬衫要洗了，拿其他的吧。,19
Ch01-09,It's not fully dry yet.Wear it tomorrow.,那件还没干，等明天再穿。,20
Ch01-09,That dress looks perfect on my princess.,那件连衣裙在我们公主身上太好看了。,21
Ch01-10,Let's get changed.,让我们来换衣服吧。,1
Ch01-10,Can you get dressed by yourself?,你可以自己穿衣服吗？,2
Ch01-10,Do you want Mom to help you?,你需要妈妈帮忙吗？,3
Ch01-10,Fold your sleeves.,把袖子摺起来。,4
Ch01-10,Put on your hat.,戴上帽子。,5
Ch01-10,Your socks don't match.,你的袜子不是同一双。,6
Ch01-10,Where is your other sock?,你的另一只裤子在哪？,7
Ch01-10,Let's zip up your pants,拉上裤子的拉链。,8
Ch01-10,Let's button your shirt.,扣好你的衬衫钮扣。,9
Ch01-10,You buttoned your shirt wrong.,你的钮扣扣错了。,10
Ch01-10,You put on your shirt inside out.,你的衬衫穿反了。,11
Ch01-10,Take off your underclothes.,脱掉你的内衣。,12
Ch01-10,Let's change into some new underwear.,我们换新的内衣吧。,13
Ch01-10,Can you help me put this on?,你可以帮我穿上这个吗？,14
Ch01-10,Can you unbutton my shirt?,你可以帮我解开衬衫的扣子吗？,15
Ch01-10,Can you unzip me?,你可以帮我拉开拉链吗？,16
Ch01-10,This is too small/large.,这个太小/大了。,17
Ch01-10,These pants are too small now.,这裤子现在太小了。,18
Ch01-10,You have outgrown these clothes.,你长大了，这些衣服都不能穿了。,19
Ch01-10,"Do I look good,Mom?",妈，我看起来好看吗？,20
Ch01-11,Change your clothes.,换衣服了。,1
Ch01-11,What should I wear?,我要穿哪一件？,2
Ch01-11,Look in your closet.,在你的衣柜里找找。,3
Ch01-11,Change into some comfortable clothes.,换上舒服一点的衣服。,4
Ch01-11,Change into some clean clothes.,换上干净的衣服。,5
Ch01-11,Wear what you want to wear.,穿你想穿的衣服。,6
Ch01-11,Change into what you wear at home.,换上居家服。,7
Ch01-11,Can I wear this?,我可以穿这件吗？,8
Ch01-11,Isn't that too hot?Wear something else.,不会太热吗？穿其他件。,9
Ch01-11,I'll just stay in these clothes.,我只要穿这些衣服。,10
Ch01-11,That's dirty.Change now.,那脏了，要换掉,11
Ch01-11,Put your dirty clothes in the laundry basket.,把脏衣服放进洗衣机内,12
Ch01-11,"Change your underwear,too.",内衣也要换,13
Ch01-11,Put on the clothes that are ready.,换上准备好的衣服,14
Ch01-11,"Mom,where are the clothes ready to wear?",妈妈，我要穿的衣服在哪？,15
Ch01-11,What are you doing not getting dressed?,你不穿衣服，还在做什么？,16
Ch01-11,You got dressed by yourself.,你自己可以穿衣服了,17
Ch01-11,Now you're a big boy/girl.,现在你是大男孩/女孩了,18
Ch01-12,Let's comb your hair.,我们来梳头发吧,1
Ch01-12,I will tie your hair pretty.,我会把你的头发绑得很漂亮,2
Ch01-12,Do you want it tied in a ponytail or pigtails?,你要绑成马尾？还是辫子？,3
Ch01-12,Let me part your hair.,让我来帮你把头发分开,4
Ch01-12,Don't move,不要动,5
Ch01-12,Your hair has grown a lot.,你的头发长很多了,6
Ch01-12,Your hair is fluffy.,你的头发很蓬松,7
Ch01-12,You need a haircut at a beauty shop.,你需要去理发室剪头发,8
Ch01-12,Do you want hairpin?,你要别个发夹吗？,9
Ch01-12,Do you want hairband?,你要绑发带吗？,10
Ch01-12,Which hairband do you want?,你要绑哪一个发带？,11
Ch01-12,"Your hair is tangled up,so I can't comb it.",你的头发都打结了，我梳不开,12
Ch01-12,Brush my hair softly.,轻轻的帮我梳头发,13
Ch01-12,Mom，that hurts!,妈妈，好痛！,14
Ch01-12,Want me to braid your hair?,要我帮你绑辫子吗？,15
Ch01-12,Let me put your hair up.,我来把你的头发梳起来,16
Ch01-12,Can you hand me the hairpin?,你能把发夹拿给我吗？,17
Ch01-12,Please bring me the comb.,请把梳子拿给我,18
Ch01-12,Can you tie my hair?,你能帮我绑头发吗？,19
Ch01-12,Can you cut my bangs?,你能帮我剪掉刘海吗？,20
Ch01-12,My hair is poking me in my eyes.,我的头发戳到我的眼睛了,21
Ch01-12,Can you tie my hair like you did yesterday?,可以帮我绑跟昨天一样吗？,22
Ch01-12,I don't like this hairstyle.,我不喜欢这个发型。,23
Ch01-12,"Can you tie it again,please?",请帮我重新绑，好吗？,24
Ch01-12,I want to untie my hair today.,今天，我要把头发放下来。,25
Ch01-12,Tie my hair in a ponytail.,请把我的头发绑成马尾。,26
Ch01-12,Tie my hair in pigtails.,请把我的头发绑成辫子。,27
Ch01-12,Don't tie it too hard.,请不要绑太紧。,28
Ch01-12,Do you want your bangs to grow?,你要把刘海留长吗？,29
Ch01-13,What are your supplies for school today?,今天的学校用品是什么？,1
Ch01-13,Did you pack your bag?,你整理好书包了吗？,2
Ch01-13,Did you get your books?,教科书放进去就吗？,3
Ch01-13,Did you get your homework?,作业放进去了吗？,4
Ch01-13,Do you have your lunchbox and water bottle?,便当和水瓶都准备好了吗？,5
Ch01-13,Do you have your indoor shoes?,室内拖鞋准备好了吗？,6
Ch01-13,"Oops,I forgot.",啊，我忘了。,7
Ch01-13,I can't remember what I should bring.,我忘记我要带什么了。,8
Ch01-13,I should bring some art supplies.,我应该要带美术用品。,9
Ch01-13,I need to get this paper signed.,这份考试卷要签名.,10
Ch01-13,I got everything ready.,我都准备好了。,11
Ch01-13,What did your teacher ask you to bring?,老师叫你要带什么呢？,12
Ch01-13,Do you have art class today?,今天有美术课吗？,13
Ch01-13,You should have your supplies prepared in advance.,你应该事先准备好学校用品。,14
Ch01-13,"Starting tomorrow,have it ready beforehand.",从明天开始，要事先准备。,15
Ch01-13,Are you ready?,你准备好了吗？,16
Ch01-13,Make sure you have everything.,确认你有没有都带了。,17
Ch01-13,I forgot to pack your lunchbox.,我忘记装你的便当了。,18
Ch01-13,Do you need anything else?,你还需要其他的吗？,19
Ch01-13,"Wow,you got it ready.Good job!",哇，你都准备好了。很棒！,20
Ch01-13,I have no homework/supplies today.,今天没有作业/学校用品。,21
Ch01-13,I don't know what to bring to school.,我不知道要带什么去学校。,22
Ch01-13,My teacher never told us anything.,我们老师从不跟我们说任何事。,23
Ch01-13,"Where are my supplies,Mum?",妈，我的学习用品在哪？,24
Ch01-13,I thought I put them in your backpack.,我以为我已经把它们放进你书包了。,25
Ch01-13,It's your job to get your supplies.,准备学校用品是你自己的事情。,26
Ch01-13,You should stop by the stationery shop on your way to school.,去学校时顺道去一下文具店。,27
Ch01-14,"Hurry up,Honey!",快点，宝贝！,1
Ch01-14,Mom's waiting.,妈妈在等喔。,2
Ch01-14,You'll be late.,你要迟到了。,3
Ch01-14,"We still have time,Mommy.",我们还有时间，妈咪。,4
Ch01-14,You'll be late for school if you don't hurry.,如果你不快点的话，你上学就会迟到。,5
Ch01-14,The day will be over soon.,一天都要结束了。,6
Ch01-14,"Oh,no!It's too late.",喔，不，太晚了。,7
Ch01-14,You're going to miss the school bus.,你会错过校车的。,8
Ch01-14,Can you give me a ride?,你能开车送我去吗？,9
Ch01-14,Look at the clock.,看一下时钟，,10
Ch01-14,Can't you tell the time?,你能告诉我几点了吗？,11
Ch01-14,Do you know how late you are?,你知道你晚了多久了吗？,12
Ch01-14,Finish in five minutes.,五分钟把它完成。,13
Ch01-14,What time is it now?,现在几点了？,14
Ch01-14,I'm doing my best.,我正在尽全力。,15
Ch01-14,I'm sorry.I'll speed up.,不好意思，我会快点。,16
Ch01-14,I'm not waiting for you any longer.,我不等你了。,17
Ch01-14,I'm leaving before you.,我要先走了。,18
Ch01-14,"If you keep on being late,it will be",如果你一直迟到的话，,19
Ch01-14,a hard habit to break.,这个习惯将很难改掉。,20
Ch01-14,I'll be outside waiting for you.,妈妈在外面等你。,21
Ch01-14,Finish before I count to three.,我数到三之前要完成。,22
Ch01-14,We need to leave now.,现在外面一定要出发了。,23
Ch01-14,You don't have enough time.,你的时间已经不够了。,24
Ch01-14,Time is ticking away.,时间飞快过去了。,25
Ch01-14,Why should this happen every morning?,为什么每天早上都要这样混乱？,26
Ch01-14,Sorry.It won't happen again.,对不起，不会再这样了。,27
Ch01-15,Put on your shoes.,穿上你的鞋子。,1
Ch01-15,Get your bag and put on your shoes.,背好背包，穿好鞋子。,2
Ch01-15,Change your shoes to sneakers.,换上运动鞋。,3
Ch01-15,Your shoes are on the wrong feet.,你的鞋子穿错脚了。,4
Ch01-15,Switch shoes.,交换穿一下。,5
Ch01-15,Don't step on the back of your shoes.,不要踩到鞋后跟。,6
Ch01-15,You need your sneakers if you want to run.,如果你要跑步的话，你需要穿运动鞋。,7
Ch01-15,Your shoes are old now.,你的鞋子好旧了。,8
Ch01-15,These shoes are old and torn.,这鞋子又旧又破。,9
